Disponibilité alimentaire (Kcal/personne/jour),Disponibilité alimentaire en quantité (kg/personne/an),Pays,Population,importation_1000t_pour100khab,Proportion_nourriture_importée,GDP_per_capita,GDP_per_capita_growth%,Taux_croissancePIB,score_facilite_business,Trading_accross_borders,taux_droits_douane,Score_performance_logistique,Croissance_pop (%),part_pop_urbaine%,score_de_paix,Absence_acces_alimentation_saine (%pop),indice_stabilité_politique,Groupe_revenus
110.32,29.53,Pologne,36685849,0.212616041678632,6.627017841971113,46721,7.3654328477301,5.63756676578897,76.38122,100.0,1.39,3.54,-0.369758116260503,60.218,1.678,6.6,0.500283241271973,Revenu élevé
123.48,32.82,Portugal,10525347,0.8930821948198002,27.893175074183976,44484,5.07669501382099,6.82751087594069,76.46616,100.0,1.39,3.64,1.10479001213844,67.906,1.372,12.0,0.860719680786133,Revenu élevé
200.72,43.44,Perou,34352719,0.25325506257597835,5.882352941176471,16363,11.9743591934842,2.72550021563363,68.69658,71.2527,0.65,2.69,0.886323861618286,78.922,2.179,33.6,-0.446338385343552,Revenu intermédiaire
85.01,21.59,Roumanie,19056116,0.7084339746882313,31.764705882352942,42973,6.50047052344212,4.10702720241547,73.3332,100.0,1.39,3.12,0.047801854432771,54.672,1.755,55.9,0.488021969795227,Revenu élevé
2.82,0.75,Rwanda,14094683,0.028379496012787234,40.0,3065,8.25962652732505,8.15773440296567,76.48282,74.97549,11.97,2.97,2.28190198384881,17.892,2.12,75.7,0.0305139776319265,Faible revenu
139.31,36.85,Rep. Dominicaine,11332972,0.4764857797230947,13.043478260869565,24364,11.0782763208364,4.85832403582451,59.98867,83.506,3.8,2.66,0.923257649090989,84.446,2.157,24.8,0.328113049268723,Revenu intermédiaire
24.76,6.34,Laos,7633779,0.0654983593315971,10.416666666666666,8794,1.06938031810783,2.70742652643155,50.82456,78.11937,1.12,2.7,1.37576862016302,38.247,1.861,57.1,0.802727520465851,Revenu intermédiaire
45.5,11.46,Serbie,6618026,0.347535654891655,27.710843373493976,25057,8.74735667879341,2.54995557013696,75.65345,96.57181,1.72,2.84,-0.699014137453456,57.113,1.93,8.1,-0.172904297709465,Revenu intermédiaire
21.25,5.56,Sierra Leone,8791092,0.29575392909094794,54.166666666666664,1760,1.79687952384096,3.45753985565149,47.45831,51.87521,14.22,2.08,2.13120700196935,44.3,1.993,62.5,-0.0895016714930534,Faible revenu
46.52,12.38,Slovaquie,5426740,1.5847451692913241,122.85714285714286,41057,4.99394874788244,1.87003619871018,75.58542,100.0,1.39,3.03,-0.0923148510113108,54.027,1.634,17.7,0.44343426823616,Revenu élevé
96.12,25.91,Slovenie,2120937,1.1787243091143207,45.45454545454545,51282,7.9379162267506,2.46078331366104,76.51751,100.0,1.39,3.31,0.422923513694067,56.088,1.395,1.4,0.706639647483826,Revenu élevé
6.38,1.69,Soudan,48109006,0.0020786128900688572,1.2658227848101267,3532,-4.4836196256332,-0.957816591119183,44.82932,18.96411,0.0,2.43,2.6001891699622,36.342,3.327,33.7,-1.99889421463013,Faible revenu
39.39,10.43,Sri Lanka,22037000,0.0,0.0,14182,3.09279134925238,-7.34676438378833,61.80614,73.29466,4.36,2.6,-0.651320770103285,19.211,2.195,41.1,-0.785569846630096,Revenu intermédiaire
68.06,18.01,Suisse,8849852,0.5536815756918873,31.21019108280255,90746,4.5881921178937,2.56832817834069,76.61864,96.05693,1.4,3.9,0.84073604280258,74.202,1.35,1.2,1.16113972663879,Revenu élevé
63.8,16.35,Suède,10536632,0.9300884760898928,56.97674418604651,68088,5.51142519349814,2.66319953969133,81.99155,98.03616,1.39,4.05,0.472717863265105,88.738,1.782,3.6,0.902623057365417,Revenu élevé
31.38,8.3,Senegal,17763163,0.011259256023265676,1.3888888888888888,4613,3.76246020254614,3.82185605131144,59.275,60.85167,8.88,2.25,2.54699595340171,49.579,2.084,49.5,-0.15329946577549,Revenu intermédiaire
10.55,2.75,Tadjikistan,10143543,0.03943395320550226,14.814814814814815,4614,7.07897317485686,8.00000033846364,61.26761,60.94652,2.31,2.34,1.89847329660101,28.234,2.035,28.6,-0.694840013980865,Revenu intermédiaire
91.77,23.87,Tchequie,10873689,1.2323324678496874,53.386454183266935,51702,5.4463696180117,2.35100353961535,76.34054,100.0,1.39,3.68,1.87114719000125,74.552,1.459,4.2,0.815441370010376,Revenu élevé
43.44,11.16,Thailande,71801279,0.0027854657018017742,0.25,22214,1.39024300962116,2.46276934050356,80.09233,84.64969,3.15,3.41,0.145296511250275,53.608,2.048,16.4,-0.383099317550659,Revenu intermédiaire
20.63,5.47,Togo,9053799,0.22090174522319306,41.666666666666664,2927,3.51118001032287,5.75954251521733,62.28934,63.66457,10.73,2.45,2.29140060710712,44.49,2.381,54.6,-0.711050152778625,Faible revenu
178.69,47.12,Trinidad et Tobago,1534937,1.368134327337213,29.166666666666668,29910,-1.52495373406445,1.48223484044745,61.29128,62.60005,8.87,2.42,0.253948220302279,53.439,2.092,39.1,0.357974648475647,Revenu élevé
90.58,23.66,Uruguay,3423108,0.3505586151532467,14.814814814814815,32746,5.64896088197078,4.70725761465232,61.53994,58.39115,5.25,2.69,0.0091733711706744,95.771,1.893,36.1,1.09546458721161,Revenu élevé
58.54,14.95,Vietnam,98858950,0.2731163946208209,18.392370572207085,14051,1.69163268841115,8.12351446767343,69.76594,70.82859,1.17,3.27,0.682172962745761,39.48,1.802,9.4,-0.0305646620690823,Revenu intermédiaire
18.58,4.94,Zambie,20569737,0.27710611953862124,57.57575757575758,3865,3.2594577171275,5.24962232294098,66.93648,56.87656,4.81,2.53,2.72052846961362,46.335,1.948,81.7,0.102313563227654,Revenu intermédiaire
208.4,55.25,Emirats arabes unis,9516871,6.703884081227959,122.22222222222223,78915,3.48721466285863,7.85041812278786,80.75261,74.10464,2.63,3.96,0.799054784290549,87.779,1.897,2.3,0.700785338878632,Revenu élevé
108.6,28.78,Equateur,18190484,0.005497379838821221,0.19305019305019305,15117,8.52793663136605,6.18613907258741,57.7227,71.15372,4.63,2.88,1.04712882938642,64.792,2.572,25.9,-0.239295244216919,Revenu intermédiaire
